,timestamp,current,voltage,voltage_cell_min,voltage_cell_max,temperature_cell_min,temperature_cell_max,state_of_charge
67,2023-05-01 05:35:00+00:00,5.2,215.056,3.353,3.364,28.82,29.42,42.4
68,2023-05-01 05:40:00+00:00,6.03,215.489,3.358,3.371,28.88,29.42,44.2
69,2023-05-01 05:45:00+00:00,6.23,215.609,3.36,3.374,28.84,29.48,46.0
70,2023-05-01 05:50:00+00:00,6.94,215.995,3.365,3.381,28.88,29.52,48.2
71,2023-05-01 05:55:00+00:00,7.34,216.263,3.369,3.385,28.92,29.52,50.2
72,2023-05-01 06:00:00+00:00,8.08,216.776,3.376,3.394,28.92,29.52,52.8
73,2023-05-01 06:05:00+00:00,7.96,216.886,3.378,3.395,28.94,29.58,55.2
74,2023-05-01 06:10:00+00:00,8.5,217.272,3.385,3.4,28.96,29.62,57.8
75,2023-05-01 06:15:00+00:00,8.79,217.537,3.391,3.404,29.02,29.62,60.8
76,2023-05-01 06:20:00+00:00,10.26,218.218,3.402,3.416,29.0,29.62,63.6
77,2023-05-01 06:25:00+00:00,10.57,218.449,3.405,3.42,29.02,29.72,67.0
78,2023-05-01 06:30:00+00:00,8.67,217.788,3.396,3.409,29.02,29.72,69.8
79,2023-05-01 06:35:00+00:00,7.7,217.496,3.392,3.404,29.02,29.72,72.4
80,2023-05-01 06:40:00+00:00,8.59,217.999,3.4,3.413,29.04,29.72,74.8
81,2023-05-01 06:45:00+00:00,10.9,219.166,3.416,3.434,29.1,29.76,78.0
82,2023-05-01 06:50:00+00:00,12.6,220.127,3.43,3.451,29.1,29.82,81.8
83,2023-05-01 06:55:00+00:00,13.29,220.822,3.44,3.464,29.12,29.82,85.8
84,2023-05-01 07:00:00+00:00,14.77,222.261,3.46,3.49,29.16,29.86,90.0
85,2023-05-01 07:05:00+00:00,6.19,218.768,3.411,3.428,29.22,29.92,93.2
86,2023-05-01 07:10:00+00:00,6.17,219.742,3.425,3.444,29.22,29.92,95.2
87,2023-05-01 07:15:00+00:00,5.32,222.086,3.457,3.487,29.22,29.92,97.2
88,2023-05-01 07:20:00+00:00,0.72,219.822,3.419,3.451,29.22,29.92,99.2
89,2023-05-01 07:25:00+00:00,0.36,218.796,3.4,3.438,29.22,29.92,99.8
90,2023-05-01 07:30:00+00:00,0.0,218.907,3.397,3.444,29.22,29.92,100.0
91,2023-05-01 07:35:00+00:00,0.0,217.165,3.375,3.41,29.22,29.92,100.0
92,2023-05-01 07:40:00+00:00,1.23,220.965,3.416,3.486,29.22,29.92,99.6
93,2023-05-01 07:45:00+00:00,0.0,219.008,3.391,3.447,29.22,29.92,100.0
94,2023-05-01 07:50:00+00:00,-0.01,217.865,3.379,3.423,29.22,29.92,100.0
95,2023-05-01 07:55:00+00:00,-0.08,218.038,3.38,3.429,29.22,29.92,99.6
96,2023-05-01 08:00:00+00:00,-0.01,221.636,3.417,3.5,29.22,29.92,100.0
97,2023-05-01 08:05:00+00:00,0.0,220.008,3.401,3.464,29.22,29.92,100.0
98,2023-05-01 08:10:00+00:00,-0.01,218.963,3.391,3.443,29.22,29.92,100.0
99,2023-05-01 08:15:00+00:00,-0.01,218.224,3.382,3.43,29.22,29.92,100.0
100,2023-05-01 08:20:00+00:00,-0.01,217.608,3.375,3.419,29.18,29.92,100.0
101,2023-05-01 08:25:00+00:00,1.23,219.597,3.396,3.459,29.14,29.92,99.6
102,2023-05-01 08:30:00+00:00,0.0,220.615,3.405,3.48,29.18,29.92,100.0
103,2023-05-01 08:35:00+00:00,0.0,219.668,3.395,3.462,29.14,29.92,100.0
104,2023-05-01 08:40:00+00:00,0.0,218.894,3.387,3.447,29.16,29.82,100.0
105,2023-05-01 08:45:00+00:00,0.0,218.232,3.38,3.434,29.12,29.82,100.0
106,2023-05-01 08:50:00+00:00,-0.01,217.648,3.373,3.422,29.12,29.82,100.0
107,2023-05-01 08:55:00+00:00,1.58,221.383,3.412,3.498,29.12,29.82,99.6
108,2023-05-01 09:00:00+00:00,0.0,220.643,3.405,3.478,29.14,29.82,100.0
109,2023-05-01 09:05:00+00:00,-0.01,219.635,3.396,3.457,29.14,29.82,100.0
110,2023-05-01 09:10:00+00:00,0.0,218.88,3.388,3.443,29.12,29.82,100.0
111,2023-05-01 09:15:00+00:00,0.0,218.228,3.381,3.431,29.12,29.82,100.0
112,2023-05-01 09:20:00+00:00,0.0,217.656,3.375,3.42,29.12,29.82,100.0
113,2023-05-01 09:25:00+00:00,1.22,219.729,3.396,3.461,29.12,29.82,99.6
114,2023-05-01 09:30:00+00:00,0.0,221.308,3.412,3.49,29.12,29.82,100.0
115,2023-05-01 09:35:00+00:00,0.0,220.304,3.402,3.47,29.12,29.82,100.0
116,2023-05-01 09:40:00+00:00,0.0,219.484,3.393,3.454,29.12,29.82,100.0
117,2023-05-01 09:45:00+00:00,0.0,218.772,3.386,3.44,29.12,29.82,100.0
118,2023-05-01 09:50:00+00:00,0.0,218.144,3.379,3.428,29.1,29.82,100.0
119,2023-05-01 09:55:00+00:00,0.0,217.582,3.373,3.418,29.1,29.82,100.0
120,2023-05-01 10:00:00+00:00,0.64,221.176,3.409,3.49,29.06,29.82,99.8
121,2023-05-01 10:05:00+00:00,0.0,220.775,3.405,3.479,29.1,29.76,100.0
122,2023-05-01 10:10:00+00:00,0.0,219.878,3.396,3.462,29.06,29.72,100.0
123,2023-05-01 10:15:00+00:00,0.0,219.12,3.388,3.447,29.06,29.72,100.0
124,2023-05-01 10:20:00+00:00,0.0,218.452,3.381,3.434,29.06,29.72,100.0
125,2023-05-01 10:25:00+00:00,0.0,217.857,3.375,3.423,29.06,29.72,100.0
126,2023-05-01 10:30:00+00:00,0.0,219.499,3.39,3.457,29.04,29.72,99.8
127,2023-05-01 10:35:00+00:00,0.0,221.716,3.413,3.498,29.06,29.72,100.0
128,2023-05-01 10:40:00+00:00,0.0,220.572,3.403,3.476,29.08,29.72,100.0
129,2023-05-01 10:45:00+00:00,0.0,219.688,3.395,3.459,29.06,29.72,100.0
130,2023-05-01 10:50:00+00:00,0.0,218.959,3.387,3.445,29.02,29.72,100.0
131,2023-05-01 10:55:00+00:00,0.0,218.31,3.38,3.433,29.02,29.72,100.0
132,2023-05-01 11:00:00+00:00,0.0,217.732,3.374,3.422,29.04,29.72,100.0
133,2023-05-01 11:05:00+00:00,1.22,220.51,3.403,3.478,29.06,29.72,99.6
134,2023-05-01 11:10:00+00:00,0.0,220.893,3.406,3.482,29.02,29.72,100.0
135,2023-05-01 11:15:00+00:00,0.0,219.96,3.397,3.464,29.02,29.72,100.0
136,2023-05-01 11:20:00+00:00,0.0,219.18,3.389,3.449,29.02,29.72,100.0
137,2023-05-01 11:25:00+00:00,0.0,218.505,3.382,3.436,29.02,29.72,100.0
138,2023-05-01 11:30:00+00:00,0.0,217.905,3.376,3.425,29.02,29.72,100.0
139,2023-05-01 11:35:00+00:00,1.22,218.997,3.388,3.446,29.02,29.72,99.6
140,2023-05-01 11:40:00+00:00,0.0,221.368,3.41,3.491,29.02,29.72,100.0
141,2023-05-01 11:45:00+00:00,0.0,220.308,3.4,3.47,29.02,29.72,100.0
142,2023-05-01 11:50:00+00:00,0.0,219.41,3.392,3.453,29.02,29.72,100.0
143,2023-05-01 11:55:00+00:00,0.0,218.662,3.384,3.438,29.02,29.72,100.0
144,2023-05-01 12:00:00+00:00,0.0,218.049,3.377,3.427,29.02,29.72,100.0
145,2023-05-01 12:05:00+00:00,-0.01,217.496,3.372,3.417,29.02,29.64,100.0
146,2023-05-01 12:10:00+00:00,0.0,222.084,3.416,3.505,29.02,29.62,99.8
147,2023-05-01 12:15:00+00:00,0.0,221.022,3.407,3.482,29.0,29.62,100.0
148,2023-05-01 12:20:00+00:00,0.0,220.104,3.398,3.464,28.98,29.62,100.0
149,2023-05-01 12:25:00+00:00,0.0,219.318,3.39,3.449,29.02,29.62,100.0
150,2023-05-01 12:30:00+00:00,0.0,218.628,3.383,3.436,29.02,29.62,100.0
151,2023-05-01 12:35:00+00:00,0.0,218.017,3.377,3.425,29.0,29.62,100.0
152,2023-05-01 12:40:00+00:00,0.0,218.571,3.381,3.437,29.02,29.62,99.8
153,2023-05-01 12:45:00+00:00,0.0,221.237,3.408,3.487,28.98,29.62,100.0
154,2023-05-01 12:50:00+00:00,0.0,220.209,3.398,3.466,28.94,29.62,100.0
155,2023-05-01 12:55:00+00:00,0.0,219.395,3.39,3.451,29.0,29.62,100.0
156,2023-05-01 13:00:00+00:00,0.0,218.697,3.383,3.438,28.96,29.62,100.0
157,2023-05-01 13:05:00+00:00,0.0,218.074,3.377,3.426,28.96,29.62,100.0
158,2023-05-01 13:10:00+00:00,0.0,218.589,3.381,3.437,28.94,29.62,99.8
159,2023-05-01 13:15:00+00:00,0.0,221.278,3.408,3.488,28.92,29.62,100.0
160,2023-05-01 13:20:00+00:00,0.0,220.2,3.398,3.468,29.0,29.62,100.0
161,2023-05-01 13:25:00+00:00,-0.01,219.38,3.391,3.452,28.96,29.62,100.0
162,2023-05-01 13:30:00+00:00,0.0,218.68,3.384,3.439,28.92,29.62,100.0
163,2023-05-01 13:35:00+00:00,0.0,218.058,3.377,3.427,28.96,29.62,100.0
164,2023-05-01 13:40:00+00:00,1.22,218.725,3.385,3.44,28.98,29.62,99.8
165,2023-05-01 13:45:00+00:00,0.36,222.082,3.416,3.504,28.98,29.62,99.8
166,2023-05-01 13:50:00+00:00,0.0,220.737,3.404,3.476,28.98,29.62,100.0
167,2023-05-01 13:55:00+00:00,0.0,219.831,3.396,3.459,28.94,29.62,100.0
168,2023-05-01 14:00:00+00:00,0.0,219.076,3.388,3.445,28.94,29.62,100.0
169,2023-05-01 14:05:00+00:00,0.0,218.411,3.381,3.432,28.92,29.62,100.0
170,2023-05-01 14:10:00+00:00,0.0,217.818,3.375,3.422,28.96,29.62,100.0
171,2023-05-01 14:15:00+00:00,0.86,219.77,3.395,3.46,28.92,29.62,99.6
172,2023-05-01 14:20:00+00:00,-0.13,219.863,3.396,3.459,28.92,29.62,100.0
173,2023-05-01 14:25:00+00:00,1.33,221.37,3.411,3.489,28.92,29.62,99.6
174,2023-05-01 14:30:00+00:00,-0.87,217.45,3.369,3.414,28.92,29.62,99.8
175,2023-05-01 14:35:00+00:00,-1.3,218.849,3.38,3.442,28.92,29.62,99.4
176,2023-05-01 14:40:00+00:00,-0.18,218.114,3.374,3.428,28.92,29.62,99.2
177,2023-05-01 14:45:00+00:00,-2.56,212.786,3.315,3.331,28.92,29.62,99.0
178,2023-05-01 14:50:00+00:00,-7.9,209.66,3.268,3.282,28.94,29.62,98.0
179,2023-05-01 14:55:00+00:00,-4.49,210.513,3.282,3.296,28.92,29.62,94.8
180,2023-05-01 15:00:00+00:00,2.59,213.83,3.339,3.344,28.96,29.62,95.2
181,2023-05-01 15:05:00+00:00,1.57,213.682,3.337,3.341,28.94,29.62,96.0
182,2023-05-01 15:10:00+00:00,0.89,213.519,3.335,3.338,28.94,29.62,96.0
183,2023-05-01 15:15:00+00:00,-1.55,212.655,3.32,3.326,28.94,29.62,97.0
184,2023-05-01 15:20:00+00:00,-2.96,211.218,3.294,3.306,28.94,29.62,95.6
185,2023-05-01 15:25:00+00:00,-3.14,211.143,3.294,3.303,28.94,29.62,94.2
186,2023-05-01 15:30:00+00:00,-3.26,211.34,3.296,3.307,28.96,29.62,93.4
187,2023-05-01 15:35:00+00:00,-5.62,210.387,3.281,3.293,28.96,29.62,92.4
188,2023-05-01 15:40:00+00:00,-7.47,209.908,3.272,3.286,28.94,29.62,90.8
189,2023-05-01 15:45:00+00:00,-3.47,211.054,3.292,3.303,28.94,29.62,89.2
190,2023-05-01 15:50:00+00:00,-5.92,209.968,3.273,3.286,28.96,29.62,87.6
191,2023-05-01 15:55:00+00:00,-2.37,211.429,3.299,3.307,28.96,29.62,86.6
192,2023-05-01 16:00:00+00:00,-3.05,211.168,3.294,3.304,29.0,29.62,85.6
193,2023-05-01 16:05:00+00:00,-3.06,211.256,3.296,3.305,29.02,29.62,85.0
194,2023-05-01 16:10:00+00:00,-3.64,211.198,3.294,3.305,29.0,29.62,84.0
195,2023-05-01 16:15:00+00:00,1.13,213.133,3.329,3.332,29.02,29.62,84.0
196,2023-05-01 16:20:00+00:00,-1.04,212.652,3.32,3.325,28.96,29.62,84.0
197,2023-05-01 16:25:00+00:00,-0.33,212.421,3.315,3.322,29.0,29.62,83.4
198,2023-05-01 16:30:00+00:00,-4.29,210.662,3.281,3.299,28.98,29.62,82.6
199,2023-05-01 16:35:00+00:00,-6.99,210.03,3.274,3.288,28.96,29.62,81.8
200,2023-05-01 16:40:00+00:00,-4.96,210.382,3.28,3.292,29.02,29.62,80.6
201,2023-05-01 16:45:00+00:00,-2.97,211.322,3.297,3.306,29.0,29.62,80.0
202,2023-05-01 16:50:00+00:00,-0.04,212.646,3.32,3.325,29.0,29.62,79.0
203,2023-05-01 16:55:00+00:00,-1.52,212.059,3.31,3.316,29.0,29.62,79.0
204,2023-05-01 17:00:00+00:00,0.44,213.077,3.328,3.331,28.98,29.62,79.0
205,2023-05-01 17:05:00+00:00,0.4,213.256,3.331,3.334,29.02,29.62,79.0
206,2023-05-01 17:10:00+00:00,-1.2,212.481,3.317,3.322,29.0,29.62,79.0
207,2023-05-01 17:15:00+00:00,-3.01,211.13,3.293,3.302,28.94,29.62,78.4
208,2023-05-01 17:20:00+00:00,-5.4,209.762,3.27,3.283,29.02,29.62,77.0
209,2023-05-01 17:25:00+00:00,-4.73,210.002,3.274,3.286,29.0,29.62,75.6
210,2023-05-01 17:30:00+00:00,-6.01,208.948,3.255,3.272,29.02,29.62,73.8
211,2023-05-01 17:35:00+00:00,-9.33,207.322,3.228,3.248,29.02,29.62,71.2
212,2023-05-01 17:40:00+00:00,-8.98,207.262,3.228,3.246,29.02,29.62,68.8
213,2023-05-01 17:45:00+00:00,-9.14,206.78,3.221,3.238,29.02,29.68,66.0
214,2023-05-01 17:50:00+00:00,-6.05,207.857,3.238,3.254,29.02,29.72,63.6
215,2023-05-01 17:55:00+00:00,-8.37,207.218,3.226,3.246,29.02,29.72,61.6
216,2023-05-01 18:00:00+00:00,-6.25,207.79,3.239,3.252,29.02,29.72,59.6
217,2023-05-01 18:05:00+00:00,-5.8,207.723,3.238,3.251,29.02,29.72,57.8
218,2023-05-01 18:10:00+00:00,-5.72,207.656,3.236,3.25,29.02,29.72,56.0
219,2023-05-01 18:15:00+00:00,-8.12,206.723,3.22,3.236,29.02,29.72,54.0
220,2023-05-01 18:20:00+00:00,-17.01,203.169,3.157,3.186,29.02,29.72,50.0
221,2023-05-01 18:25:00+00:00,-10.31,205.405,3.196,3.219,29.06,29.72,45.4
222,2023-05-01 18:30:00+00:00,-5.9,207.145,3.227,3.243,29.02,29.72,43.0
223,2023-05-01 18:35:00+00:00,-5.92,207.046,3.225,3.242,29.02,29.72,41.2
224,2023-05-01 18:40:00+00:00,-4.3,207.622,3.235,3.25,29.02,29.72,39.4
225,2023-05-01 18:45:00+00:00,-2.53,208.5,3.251,3.262,29.04,29.72,38.4
226,2023-05-01 18:50:00+00:00,-1.6,209.013,3.26,3.269,29.02,29.72,38.0
227,2023-05-01 18:55:00+00:00,-1.16,209.304,3.265,3.274,29.02,29.72,37.2
228,2023-05-01 19:00:00+00:00,-1.09,209.386,3.267,3.275,29.02,29.72,37.0
229,2023-05-01 19:05:00+00:00,-7.5,206.416,3.215,3.232,29.02,29.72,36.2
230,2023-05-01 19:10:00+00:00,-11.46,203.576,3.165,3.191,29.04,29.72,32.6
231,2023-05-01 19:15:00+00:00,-11.31,203.059,3.156,3.183,29.04,29.72,29.2
232,2023-05-01 19:20:00+00:00,-11.3,202.462,3.146,3.174,29.08,29.74,25.6
233,2023-05-01 19:25:00+00:00,-0.99,207.009,3.227,3.238,29.1,29.82,24.0
234,2023-05-01 19:30:00+00:00,-1.08,207.438,3.236,3.244,29.08,29.82,23.4
235,2023-05-01 19:35:00+00:00,-1.0,207.564,3.238,3.246,29.1,29.82,23.0
236,2023-05-01 19:40:00+00:00,-1.46,207.334,3.235,3.242,29.08,29.82,22.8
237,2023-05-01 19:45:00+00:00,-1.96,206.89,3.227,3.236,29.12,29.82,22.0
238,2023-05-01 19:50:00+00:00,-2.43,206.292,3.217,3.227,29.1,29.82,21.4
239,2023-05-01 19:55:00+00:00,-1.53,206.646,3.224,3.232,29.12,29.82,21.0
240,2023-05-01 20:00:00+00:00,-1.29,206.764,3.226,3.233,29.1,29.82,20.2
241,2023-05-01 20:05:00+00:00,-1.25,206.696,3.225,3.232,29.095,29.82,20.0
242,2023-05-01 20:10:00+00:00,-1.22,206.618,3.224,3.231,29.12,29.82,19.6
243,2023-05-01 20:15:00+00:00,-1.24,206.517,3.222,3.23,29.08,29.82,19.0
244,2023-05-01 20:20:00+00:00,-1.24,206.404,3.221,3.228,29.1,29.76,19.0
245,2023-05-01 20:25:00+00:00,-1.2,206.309,3.219,3.226,29.12,29.72,18.0
246,2023-05-01 20:30:00+00:00,-1.0,206.358,3.22,3.227,29.095,29.72,18.0
247,2023-05-01 20:35:00+00:00,-1.0,206.295,3.219,3.226,29.08,29.72,17.8
248,2023-05-01 20:40:00+00:00,-0.98,206.211,3.218,3.225,29.12,29.72,17.0
249,2023-05-01 20:45:00+00:00,-1.5,205.754,3.21,3.218,29.1,29.72,17.0
250,2023-05-01 20:50:00+00:00,-1.55,205.47,3.205,3.214,29.1,29.72,16.2
251,2023-05-01 20:55:00+00:00,-1.59,205.276,3.202,3.211,29.1,29.72,16.0
252,2023-05-01 21:00:00+00:00,-1.11,205.398,3.204,3.212,29.08,29.72,15.0
253,2023-05-01 21:05:00+00:00,-0.97,205.48,3.206,3.213,29.08,29.72,15.0
254,2023-05-01 21:10:00+00:00,-1.0,205.379,3.205,3.212,29.06,29.72,15.0
255,2023-05-01 21:15:00+00:00,-1.0,205.281,3.203,3.21,29.04,29.72,14.0
256,2023-05-01 21:20:00+00:00,-1.0,205.177,3.201,3.209,29.08,29.72,14.0
257,2023-05-01 21:25:00+00:00,-0.93,205.105,3.201,3.207,29.06,29.72,14.0
258,2023-05-01 21:30:00+00:00,-0.9,205.041,3.199,3.207,29.12,29.72,13.0
259,2023-05-01 21:35:00+00:00,-0.9,204.926,3.198,3.205,29.04,29.72,13.0
260,2023-05-01 21:40:00+00:00,-0.9,204.81,3.196,3.203,29.1,29.72,13.0
261,2023-05-01 21:45:00+00:00,-1.0,204.638,3.193,3.2,29.04,29.72,12.4
262,2023-05-01 21:50:00+00:00,-1.7,203.926,3.181,3.189,29.08,29.72,12.0
263,2023-05-01 21:55:00+00:00,-1.77,203.522,3.175,3.183,29.04,29.72,11.4
264,2023-05-01 22:00:00+00:00,-1.75,203.312,3.171,3.179,29.1,29.72,11.0
265,2023-05-01 22:05:00+00:00,-0.24,204.31,3.189,3.195,29.04,29.72,10.2
266,2023-05-01 22:10:00+00:00,0.0,204.843,3.198,3.203,29.02,29.72,10.0
267,2023-05-01 22:15:00+00:00,0.0,204.998,3.201,3.205,29.06,29.72,10.0
268,2023-05-01 22:20:00+00:00,0.0,205.084,3.202,3.207,29.02,29.72,10.0
269,2023-05-01 22:25:00+00:00,0.0,205.137,3.203,3.207,29.02,29.72,10.0
270,2023-05-01 22:30:00+00:00,0.0,205.174,3.204,3.208,29.02,29.72,10.0
271,2023-05-01 22:35:00+00:00,0.0,205.204,3.204,3.208,29.02,29.72,10.0
272,2023-05-01 22:40:00+00:00,0.0,205.223,3.204,3.209,29.02,29.72,10.0
273,2023-05-01 22:45:00+00:00,0.0,205.239,3.205,3.209,29.02,29.72,10.0
274,2023-05-01 22:50:00+00:00,0.0,205.26,3.205,3.209,29.02,29.72,10.0
275,2023-05-01 22:55:00+00:00,0.0,205.273,3.205,3.21,29.02,29.72,10.0
276,2023-05-01 23:00:00+00:00,0.0,205.284,3.205,3.21,29.02,29.72,10.0
277,2023-05-01 23:05:00+00:00,0.0,205.291,3.206,3.21,29.02,29.62,10.0
278,2023-05-01 23:10:00+00:00,0.0,205.298,3.206,3.21,29.02,29.62,10.0
279,2023-05-01 23:15:00+00:00,0.0,205.302,3.206,3.21,29.02,29.62,10.0
280,2023-05-01 23:20:00+00:00,0.0,205.308,3.206,3.21,29.02,29.62,10.0
281,2023-05-01 23:25:00+00:00,0.0,205.316,3.206,3.211,29.02,29.62,10.0
282,2023-05-01 23:30:00+00:00,0.0,205.319,3.206,3.21,29.02,29.62,10.0
283,2023-05-01 23:35:00+00:00,0.0,205.326,3.206,3.21,29.02,29.62,10.0
284,2023-05-01 23:40:00+00:00,0.0,205.33,3.206,3.211,29.02,29.62,10.0
285,2023-05-01 23:45:00+00:00,0.0,205.338,3.206,3.211,29.02,29.62,10.0
286,2023-05-01 23:50:00+00:00,0.0,205.335,3.206,3.211,28.97,29.62,10.0
287,2023-05-01 23:55:00+00:00,0.0,205.341,3.206,3.211,29.02,29.62,10.0
288,2023-05-02 00:00:00+00:00,,,,,,,
289,2023-05-02 00:05:00+00:00,0.0,205.346,3.206,3.211,29.02,29.62,10.0
290,2023-05-02 00:10:00+00:00,0.0,205.343,3.206,3.211,28.97,29.62,10.0
291,2023-05-02 00:15:00+00:00,0.0,205.346,3.206,3.211,28.92,29.62,10.0
